uid,gid,player,team,details,pstat,gstat
409,4020,WT-0400,SEA,Foot,Limited Participation in Practice,Questionable
410,4020,MM-5200,SEA,Hamstring,Out (Definitely Will Not Play),Out
411,4020,ML-2500,SEA,Not Injury Related,Full Participation in Practice,Probable
412,4020,BI-0150,SEA,Rib,Limited Participation in Practice,Questionable
413,4020,GG-0335,SEA,Rib,Limited Participation in Practice,Questionable
414,4020,TS-1650,SEA,Toe,Limited Participation in Practice,Questionable
415,4021,RM-1400,IND,Achilles,Limited Participation in Practice,Questionable
416,4021,JN-1350,IND,Hamstring,Did Not Participate In Practice,Questionable
417,4021,DB-6100,IND,Hip,Did Not Participate In Practice,Out
418,4021,BW-0920,IND,Knee,Full Participation in Practice,Probable
419,4021,TH-1850,IND,Knee,Limited Participation in Practice,Questionable
420,4021,GT-0300,IND,Neck,Limited Participation in Practice,Out
421,4021,TH-1500,IND,Shoulder,Full Participation in Practice,Probable
422,4021,DJ-0500,IND,Toe,Full Participation in Practice,Probable
423,4021,DS-2350,IND,,Did Not Participate In Practice,
424,4021,JC-1000,NYJ,Back,Limited Participation in Practice,Probable
425,4021,BG-0500,NYJ,Biceps,Full Participation in Practice,Probable
426,4021,LM-0550,NYJ,Concussion,Did Not Participate In Practice,Out
427,4021,BQ-0200,NYJ,Finger,Full Participation in Practice,Probable
428,4021,TR-0175,NYJ,Finger,Full Participation in Practice,Probable
429,4021,CI-0300,NYJ,Groin,Limited Participation in Practice,Questionable
430,4021,DW-0700,NYJ,Hamstring,Did Not Participate In Practice,Doubtful
431,4021,GS-1050,NYJ,Jaw,Limited Participation in Practice,Out
432,4021,AC-2400,NYJ,Knee,Limited Participation in Practice,Questionable
433,4021,SB-0900,NYJ,Knee,Full Participation in Practice,Probable
434,4021,WC-0200,NYJ,Knee,Limited Participation in Practice,Probable
435,4021,DS-3031,NYJ,Ribs,Full Participation in Practice,Probable
436,4021,JJ-1100,NYJ,Shoulder,Limited Participation in Practice,Probable
437,4022,EF-0075,NYG,Ankle,Did Not Participate In Practice,Doubtful
438,4022,VC-0300,NYG,Calf,Did Not Participate In Practice,Out
439,4022,DR-2800,NYG,Concussion,Did Not Participate In Practice,Out
440,4022,DF-0500,NYG,Foot,Full Participation in Practice,Probable
441,4022,OO-0200,NYG,Foot,Did Not Participate In Practice,Out
442,4022,CJ-0900,NYG,Hamstring,Full Participation in Practice,Probable
443,4022,RA-1500,NYG,Hamstring,Limited Participation in Practice,Questionable
444,4022,GS-0400,NYG,Illness,Full Participation in Practice,Probable
445,4022,JB-2000,NYG,Knee,Full Participation in Practice,Probable
446,4022,JB-5775,NYG,Knee,Limited Participation in Practice,Probable
447,4022,JC-6025,NYG,Knee,Did Not Participate In Practice,Out
448,4022,MK-1700,NYG,Knee,Did Not Participate In Practice,Out
449,4022,PR-0200,WAS,Calf,Did Not Participate In Practice,Questionable
450,4022,SL-0300,WAS,Calf,Full Participation in Practice,Probable
451,4022,TC-2350,WAS,Calf,Limited Participation in Practice,Questionable
452,4022,KL-1000,WAS,Finger,Full Participation in Practice,Probable
453,4022,JR-3100,WAS,Foot,Did Not Participate In Practice,Out
454,4022,DJ-0200,WAS,Hamstring,Did Not Participate In Practice,Out
455,4022,MM-5450,WAS,Knee,Full Participation in Practice,Probable
456,4022,DH-0700,WAS,Rib,Full Participation in Practice,Probable
457,4022,TK-0800,WAS,Rib,Full Participation in Practice,Probable
458,4022,CB-0200,WAS,,Full Participation in Practice,
459,4022,JH-2800,WAS,,Full Participation in Practice,
460,4022,MS-3450,WAS,,Did Not Participate In Practice,
461,4023,PW-1400,ATL,Calf,Full Participation in Practice,Probable
462,4023,MG-0950,ATL,Elbow,Full Participation in Practice,Probable
463,4023,JD-3300,ATL,Foot,Full Participation in Practice,Probable
464,4023,BR-0200,ATL,Groin,Limited Participation in Practice,Out
465,4023,JJ-4700,ATL,Hamstring,Full Participation in Practice,Probable
466,4023,PS-0600,ATL,Knee,Full Participation in Practice,Probable
467,4023,KB-1100,ATL,Not Injury Related,Full Participation in Practice,Probable
468,4023,TC-2050,ATL,Ribs,Did Not Participate In Practice,Out
469,4023,DH-2700,ATL,Toe,Did Not Participate In Practice,Out
470,4023,JW-6000,DAL,Ankle,Full Participation in Practice,Probable
471,4023,RG-1825,DAL,Ankle,Did Not Participate In Practice,Out
472,4023,JM-5000,DAL,Concussion,Did Not Participate In Practice,Out
473,4023,DB-5300,DAL,Foot,Did Not Participate In Practice,Out
474,4023,RL-0350,DAL,Groin,Limited Participation in Practice,Questionable
475,4023,RR-1450,DAL,Groin,Full Participation in Practice,Probable
476,4023,KW-0960,DAL,Hamstring,Full Participation in Practice,Probable
477,4023,JH-0860,DAL,Knee,Full Participation in Practice,Probable
478,4024,RM-1400,IND,Achilles,Limited Participation in Practice,Probable
479,4024,DA-0850,IND,Ankle,Did Not Participate In Practice,Out
480,4024,SP-1750,IND,Ankle,Did Not Participate In Practice,Questionable
481,4024,VD-0200,IND,Concussion,Full Participation in Practice,Questionable
482,4024,JN-1350,IND,Hamstring,Full Participation in Practice,Probable
483,4024,DB-6100,IND,Hip,Did Not Participate In Practice,Out
484,4024,TC-2000,IND,Knee,Did Not Participate In Practice,Questionable
485,4024,GT-0300,IND,Neck,Limited Participation in Practice,Out
486,4024,AJ-0900,IND,Not Injury Related,Full Participation in Practice,Probable
487,4024,BW-0920,IND,Not Injury Related,Full Participation in Practice,Probable
488,4024,DJ-0500,IND,Not Injury Related,Full Participation in Practice,Probable
489,4024,LL-1200,IND,Shoulder,Full Participation in Practice,Probable
490,4024,DM-3600,TEN,Back,Limited Participation in Practice,Probable
491,4024,JM-2800,TEN,Groin,Full Participation in Practice,Questionable
492,4024,AA-1350,TEN,Hamstring,Full Participation in Practice,Probable
493,4024,MH-3650,TEN,Hamstring,Full Participation in Practice,Probable
494,4024,DW-0500,TEN,Hand,Full Participation in Practice,Probable
495,4024,ZB-0400,TEN,Illness,Full Participation in Practice,Probable
496,4024,CR-0875,TEN,Knee,Did Not Participate In Practice,Out
497,4024,CW-0650,TEN,Knee,Did Not Participate In Practice,Out
498,4024,SH-1000,TEN,Knee,Did Not Participate In Practice,Out
499,4025,RT-1950,CLE,Ankle,Out (Definitely Will Not Play),Out
500,4025,SS-2350,CLE,Ankle,Out (Definitely Will Not Play),Out
501,4025,JM-2900,CLE,Concussion,Full Participation in Practice,Probable
502,4025,KW-1550,CLE,Concussion,Out (Definitely Will Not Play),Out
503,4025,JG-1250,CLE,Hamstring,Limited Participation in Practice,Questionable
504,4025,BM-2850,CLE,Knee,Full Participation in Practice,Probable
505,4025,JM-0850,CLE,Right Elbow,Full Participation in Practice,Probable
506,4025,DB-5200,CLE,Shoulder,Did Not Participate In Practice,Questionable
507,4025,MS-0550,CLE,Thumb,Full Participation in Practice,Probable
508,4025,JT-1600,CLE,,Full Participation in Practice,
509,4025,RS-2800,CLE,,Full Participation in Practice,
510,4025,JE-0450,OAK,Ankle,Did Not Participate In Practice,Out
511,4025,JO-0550,OAK,Ankle,Limited Participation in Practice,Questionable
512,4025,BM-0750,OAK,Knee,Did Not Participate In Practice,Out
513,4025,JT-3800,OAK,Knee,Full Participation in Practice,Probable
514,4025,CW-3700,OAK,Shoulder,Full Participation in Practice,Probable
515,4026,CC-0500,BAL,Calf,Did Not Participate In Practice,Out
516,4026,EM-1300,BAL,Concussion,Did Not Participate In Practice,Out
517,4026,LT-0050,BAL,Foot,Limited Participation in Practice,Questionable
518,4026,BP-0450,BAL,Knee,Limited Participation in Practice,Out
519,4026,WH-0750,BAL,Knee,Did Not Participate In Practice,Probable
520,4026,CM-3250,BAL,Not Injury Related,Full Participation in Practice,Probable
521,4026,TW-0145,BAL,Thigh,Limited Participation in Practice,Questionable
522,4026,AW-1100,CIN,Back,Full Participation in Practice,Probable
523,4026,AS-2000,CIN,Buttocks,Full Participation in Practice,Probable
524,4026,RN-0300,CIN,Groin,Full Participation in Practice,Probable
525,4026,PS-0300,CIN,Hip,Did Not Participate In Practice,Out
526,4026,AG-1500,CIN,Knee,Full Participation in Practice,Probable
527,4026,MH-0850,CIN,Knee,Limited Participation in Practice,Doubtful
528,4026,WG-0600,CIN,Thigh,Full Participation in Practice,Probable
529,4026,LH-0300,CIN,,Limited Participation in Practice,
530,4027,TG-0600,JAC,Abdomen,Full Participation in Practice,Probable
531,4027,DG-2450,JAC,Ankle,Did Not Participate In Practice,Out
532,4027,LJ-0750,JAC,Ankle,Did Not Participate In Practice,Questionable
533,4027,JC-6400,JAC,Calf,Limited Participation in Practice,Questionable
534,4027,ML-0650,JAC,Hamstring,Full Participation in Practice,Probable
535,4027,JT-2000,JAC,Hand,Limited Participation in Practice,Out
536,4027,AB-2730,JAC,Knee,Did Not Participate In Practice,Out
537,4027,BL-1150,JAC,Knee,Did Not Participate In Practice,Questionable
538,4027,DR-2250,JAC,Knee,Did Not Participate In Practice,Doubtful
539,4027,SM-0500,JAC,Knee,Limited Participation in Practice,Doubtful
540,4027,AH-3900,JAC,Thigh,Limited Participation in Practice,Probable
541,4027,DE-0050,NE,Hip,Limited Participation in Practice,Questionable
542,4027,RW-1600,NE,Illness,Did Not Participate In Practice,Out
543,4027,TF-0750,NE,Knee,Full Participation in Practice,Probable
544,4027,DH-2950,NE,Shoulder,Full Participation in Practice,Probable
545,4027,LR-0600,NE,Shoulder,Full Participation in Practice,Probable
546,4028,JC-5400,CAR,Ankle,Did Not Participate In Practice,Out
547,4028,SL-0950,CAR,Ankle,Full Participation in Practice,Probable
548,4028,LK-0600,CAR,Concussion,Did Not Participate In Practice,Doubtful
549,4028,CJ-1300,CAR,Hamstring,Limited Participation in Practice,Questionable
550,4028,DW-3450,CAR,Knee,Did Not Participate In Practice,Out
551,4028,JS-6700,CAR,Knee,Limited Participation in Practice,Questionable
552,4028,KL-1400,CAR,Knee,Full Participation in Practice,Probable
553,4028,TT-1850,CAR,Knee,Full Participation in Practice,Probable
554,4028,RH-0700,CAR,Not Injury Related,Full Participation in Practice,Probable
555,4028,FW-0750,CAR,Shoulder,Limited Participation in Practice,Questionable
556,4028,RB-3100,CAR,Shoulder,Full Participation in Practice,Probable
557,4028,WH-0850,CAR,Shoulder,Full Participation in Practice,Probable
558,4028,BC-2325,NO,Ankle,Full Participation in Practice,Probable
559,4028,KL-0600,NO,Hip,Limited Participation in Practice,Questionable
560,4028,JB-8800,NO,Knee,Did Not Participate In Practice,Out
561,4028,JE-1000,NO,Knee,Did Not Participate In Practice,Out
562,4028,DB-3800,NO,Right Shoulder,Did Not Participate In Practice,Out
563,4028,DE-0600,NO,Toe,Limited Participation in Practice,Questionable
564,4029,JC-1000,NYJ,Back,Limited Participation in Practice,Probable
565,4029,BG-0500,NYJ,Biceps,Full Participation in Practice,Probable
566,4029,LM-0550,NYJ,Concussion,Full Participation in Practice,Probable
567,4029,TR-0175,NYJ,Finger,Did Not Participate In Practice,Out
568,4029,DR-1100,NYJ,Groin,Limited Participation in Practice,Questionable
569,4029,DW-0700,NYJ,Hamstring,Did Not Participate In Practice,Doubtful
570,4029,GS-1050,NYJ,Jaw,Full Participation in Practice,Probable
571,4029,AC-2400,NYJ,Knee,Full Participation in Practice,Probable
572,4029,CO-1300,NYJ,Knee,Did Not Participate In Practice,Out
573,4029,ED-0200,NYJ,Knee,Did Not Participate In Practice,Questionable
574,4029,SB-0900,NYJ,Knee,Full Participation in Practice,Probable
575,4029,WC-0200,NYJ,Knee,Limited Participation in Practice,Questionable
576,4029,CI-0300,NYJ,Quadricep,Limited Participation in Practice,Questionable
577,4029,DS-3031,NYJ,Ribs,Full Participation in Practice,Probable
578,4029,JJ-1100,NYJ,Shoulder,Full Participation in Practice,Probable
579,4029,SA-0500,PHI,Elbow,Full Participation in Practice,Probable
580,4029,FC-0400,PHI,Groin,Full Participation in Practice,Probable
581,4029,DM-4300,PHI,Hamstring,Full Participation in Practice,Questionable
582,4029,MK-0730,PHI,Hamstring,Did Not Participate In Practice,Out
583,4029,CT-1300,PHI,Hand,Did Not Participate In Practice,Out
584,4029,CM-0200,PHI,Hip,Full Participation in Practice,Probable
585,4029,KA-0750,PHI,Knee,Did Not Participate In Practice,Out
586,4029,TB-3950,PHI,Shoulder,Full Participation in Practice,Probable
587,4029,TH-0825,PHI,Shoulder,Did Not Participate In Practice,Out
588,4030,MM-4000,HOU,Calf,Did Not Participate In Practice,Out
589,4030,XS-0100,HOU,Calf,Limited Participation in Practice,Questionable
590,4030,DH-3950,HOU,Concussion,Full Participation in Practice,Probable
591,4030,DN-0700,HOU,Elbow,Full Participation in Practice,Probable
592,4030,AF-0900,HOU,Groin,Limited Participation in Practice,Out
593,4030,DB-4900,HOU,Hand,Did Not Participate In Practice,Out
594,4030,CC-1900,HOU,Knee,Full Participation in Practice,Probable
595,4030,CF-0375,HOU,Knee,Limited Participation in Practice,Questionable
596,4030,JA-0230,HOU,Knee,Did Not Participate In Practice,Out
597,4030,JG-3850,HOU,Knee,Limited Participation in Practice,Questionable
598,4030,LB-0150,HOU,Knee,Did Not Participate In Practice,Out
599,4030,MW-3600,TB,Abdomen,Did Not Participate In Practice,Doubtful
600,4030,ES-1125,TB,Ankle,Did Not Participate In Practice,Doubtful
601,4030,ME-0600,TB,Hamstring,Full Participation in Practice,Probable
602,4030,MJ-0900,TB,Hamstring,Full Participation in Practice,Questionable
603,4030,AS-0550,TB,Shoulder,Did Not Participate In Practice,Out
604,4030,DS-5150,TB,Shoulder,Full Participation in Practice,Questionable
605,4030,GM-0500,TB,Shoulder,Limited Participation in Practice,Questionable
606,4030,TF-0150,TB,Shoulder,Full Participation in Practice,Questionable
607,4031,BF-1500,MIN,Concussion,Full Participation in Practice,Questionable
608,4031,SS-2750,MIN,Knee,Full Participation in Practice,Probable
609,4031,DF-1250,SD,Ankle,Limited Participation in Practice,Questionable
610,4031,JA-0280,SD,Ankle,Did Not Participate In Practice,Out
611,4031,JJ-3900,SD,Ankle,Did Not Participate In Practice,Out
612,4031,LG-0750,SD,Concussion,Limited Participation in Practice,Questionable
613,4031,JV-0425,SD,Foot,Limited Participation in Practice,Questionable
614,4031,TW-2650,SD,Foot,Did Not Participate In Practice,Out
615,4031,JT-3450,SD,Forearm,Did Not Participate In Practice,Out
616,4031,CW-1050,SD,Groin,Full Participation in Practice,Probable
617,4031,CH-0200,SD,Knee,Full Participation in Practice,Probable
618,4031,KE-0550,SD,Shoulder,Full Participation in Practice,Probable
619,4032,MW-1250,PIT,Chest,Full Participation in Practice,Probable
620,4032,CH-3100,PIT,Elbow,Full Participation in Practice,Probable
621,4032,CA-0600,PIT,Knee,Limited Participation in Practice,Questionable
622,4032,DM-1475,PIT,Knee,Did Not Participate In Practice,Out
623,4032,WG-0500,PIT,Not Injury Related,Full Participation in Practice,Probable
624,4032,RS-0962,PIT,Shoulder,Did Not Participate In Practice,Out
625,4032,JH-3230,STL,Illness,Did Not Participate In Practice,Probable
626,4032,CR-0750,STL,Knee,Did Not Participate In Practice,Probable
627,4032,ES-0800,STL,Knee,Did Not Participate In Practice,Probable
628,4032,TG-1950,STL,Knee,Full Participation in Practice,Questionable
629,4033,DB-5450,ARI,Groin,Full Participation in Practice,Probable
630,4033,TJ-0950,ARI,Hamstring,Limited Participation in Practice,Probable
631,4033,AE-0750,ARI,Knee,Limited Participation in Practice,Doubtful
632,4033,MI-0200,ARI,Knee,Limited Participation in Practice,Questionable
633,4033,AO-0370,ARI,Shoulder,Limited Participation in Practice,Probable
634,4033,JN-0625,ARI,Shoulder,Did Not Participate In Practice,Out
635,4033,LW-1600,ARI,Shoulder,Full Participation in Practice,Probable
636,4033,BE-0350,SF,Ankle,Limited Participation in Practice,Questionable
637,4033,BB-1550,SF,Back,Full Participation in Practice,Probable
638,4033,RB-4900,SF,Calf,Did Not Participate In Practice,Doubtful
639,4033,TS-2300,SF,Knee,Full Participation in Practice,Probable
640,4033,VM-0250,SF,Knee,Limited Participation in Practice,Questionable
641,4033,NB-0400,SF,Not Injury Related,Full Participation in Practice,Probable
642,4033,CH-5000,SF,Quadricep,Full Participation in Practice,Probable
643,4033,AB-2100,SF,Shoulder,Full Participation in Practice,Probable
644,4034,DC-0500,BUF,Abdomen,Full Participation in Practice,Probable
645,4034,ME-0100,BUF,Back,Limited Participation in Practice,Questionable
646,4034,TT-0500,BUF,Chest,Full Participation in Practice,Probable
647,4034,LM-1000,BUF,Hamstring,Limited Participation in Practice,Probable
648,4034,PH-0400,BUF,Hip,Full Participation in Practice,Probable
649,4034,TS-3275,BUF,Knee,Limited Participation in Practice,Questionable
650,4034,AW-1200,BUF,Neck,Did Not Participate In Practice,Out
651,4034,MG-1050,BUF,Ribs,Did Not Participate In Practice,Out
652,4034,CS-0850,BUF,Right Hip,Full Participation in Practice,Probable
653,4034,JH-5900,BUF,Wrist,Limited Participation in Practice,Probable
654,4034,LM-1150,MIA,Ankle,Limited Participation in Practice,Questionable
655,4034,RT-0150,MIA,Ankle,Limited Participation in Practice,Probable
